Date;Type;RefNo;SNO;Cur;TUPrice;ODAmt;Amt;Worth;Customer Code;StkISN
13/1/2011;ICG;129287;0;US$;4;2000;-2594;-2542;IT22;10002
15/4/2011;ICG;129596;0;US$;4.64;2320;-2906.96;-2819;IT22;10002
15/6/2011;ICG;129773;0;US$;4.74;2370;-2942.36;-2855;IT22;10002
9/8/2011;ICG;129929;0;US$;4.43;2215;-2715.59;-2636;IT22;10002
2/3/2012;ICG;130559;0;US$;4.32;4320;-5430.24;-5279;IT22;10002
18/10/2012;ICG;131183;0;US$;4.12;6180;-7576.68;-7356;IT22;10002
18/10/2012;ICG;131183;0;US$;4.12;4120;-5051.12;-4904;IT22;10002
18/10/2012;ICG;131183;0;US$;4.12;329.6;-404.09;-392;IT22;10002
19/1/2013;ICG;131422;0;US$;3.91;7820;-9634.24;-9363;IT22;10002
29/11/2013;ICG;132297;0;US$;0;0;0;0;IP06;10002
29/11/2013;ICG;132298;0;US$;3.91;3910;-4942.24;-4803;IT22;10002
30/10/2013;ICG;132202;0;SIN;275;2750;-2750;-1150;IT12;10003
5/12/2013;ICG;132308;0;SIN;280;1120;-1120;-460;IZ01;10003
11/3/2011;ICG;129478;0;SIN;12.5;1875;-1875;-1117;IA09;10004
20/7/2011;ICX;920950;0;S$;14.5;72.5;-72.5;-37;CASH;10004
21/9/2011;ICG;130040;0;SIN;12.5;375;-375;-220;IA07;10004
28/6/2012;ICG;130915;0;SIN;12.5;125;-125;-75;IN04;10004
27/7/2012;ICG;130998;0;SIN;12.5;62.5;-62.5;-38;IN04;10004
5/11/2012;ICG;131228;0;SIN;12.5;250;-250;-151;IY03;10004
3/12/2012;ICG;131293;0;SIN;12.5;125;-125;-75;IN04;10004
7/3/2013;ICX;921450;0;S$;11;440;-440;-301;CASH;10004
15/4/2013;ICG;131636;0;SIN;11;275;-275;-188;IA07;10004
1/8/2013;ICX;921554;0;S$;15;45;-45;-22;CASH;10004
22/8/2013;ICG;131987;0;SIN;11;110;-110;-74;IN04;10004
21/10/2013;ICG;132173;0;SIN;11;330;-330;-222;IA07;10004
14/11/2013;ICG;132239;0;SIN;11;550;-550;-371;IB03;10004
11/1/2011;ICG;129281;0;SIN;25.5;612;-612;-525;IG01;10005
12/1/2011;ICG;129288;0;SIN;25;600;-600;-525;IT23;10005
13/1/2011;ICG;129294;0;SIN;26;208;-208;-175;IL09;10005
19/1/2011;ICG;129312;0;SIN;25.5;1224;-1224;-1050;IJ01;10005
15/2/2011;ICG;129385;0;SIN;25.5;1224;-1224;-1050;IG01;10005
15/2/2011;ICG;129386;0;SIN;26;1248;-1248;-1050;IT12;10005
23/2/2011;ICG;129413;0;SIN;25;1200;-1200;-1050;IJ01;10005
8/3/2011;ICG;129455;0;SIN;27;648;-648;-525;IK06;10005
8/3/2011;ICG;129460;0;SIN;26;624;-624;-525;IG01;10005
28/3/2011;ICG;129530;0;SIN;28;1344;-1344;-1050;IT08;10005
28/4/2011;ICG;129635;0;S$;28;140;-140;-109;MC09;10005
5/5/2011;ICG;129650;0;SIN;28;1344;-1344;-1050;IT08;10005
14/6/2011;ICG;129774;0;S$;28;56;-56;-44;MC06;10005
28/6/2011;ICG;129814;0;SIN;28;672;-672;-525;IK11;10005
21/7/2011;ICG;129882;0;SIN;26.3;1262.4;-1262.4;-1050;IJ01;10005
3/8/2011;ICG;129913;0;SIN;27;648;-648;-525;IG01;10005
26/9/2011;ICG;130061;0;SIN;26.3;2524.8;-2524.8;-2099;IJ01;10005
15/10/2011;ICG;130129;0;SIN;26.3;1262.4;-1262.4;-1050;IJ01;10005
25/10/2011;ICG;130170;0;SIN;26.3;2524.8;-2524.8;-2099;IJ01;10005
1/12/2011;ICG;130289;0;SIN;28;1344;-1344;-1050;IT04;10005
29/12/2011;ICG;130383;0;S$;28;56;-56;-44;MC06;10005
24/2/2012;ICG;130540;0;SIN;27;1296;-1296;-1050;IT04;10005
2/5/2012;ICG;130741;0;SIN;27;1296;-1296;-1049;IT12;10005
14/5/2012;ICG;130781;0;SIN;27;1080;-1080;-875;IJ01;10005
30/5/2012;ICG;130830;0;SIN;27;1296;-1296;-1106;IJ01;10005
22/12/2012;ICX;921391;0;S$;0;0;0;-873;CASH;10005
24/12/2012;ICG;131374;0;SIN;23;1104;-1104;-872;IJ01;10005
8/1/2013;ICG;131392;0;SIN;25;250;-250;-182;IZ01;10005
11/1/2013;ICG;131401;0;SIN;25;500;-500;-364;IP02;10005
10/1/2013;ICG;131406;0;SIN;25;1200;-1200;-872;IT08;10005
14/1/2013;ICG;131410;0;SIN;23;1104;-1104;-873;IJ01;10005
4/2/2013;ICG;131461;0;SIN;25;250;-250;-182;IZ01;10005
20/2/2013;ICG;131492;0;SIN;24;192;-192;-145;IG01;10005
31/7/2013;ICG;131940;0;SIN;24;1152;-1152;-976;IJ01;10005
22/8/2013;ICG;131979;0;S$;26;104;-104;-81;MC06;10005
22/8/2013;ICG;131990;0;SIN;24.5;245;-245;-203;IL09;10005
5/9/2013;ICG;132040;0;SIN;24;2304;-2304;-1953;IJ01;10005
11/9/2013;ICG;132051;0;SIN;24;2304;-2304;-1954;IJ01;10005
16/9/2013;ICG;132060;0;SIN;24;816;-816;-692;IJ01;10005
26/12/2013;ICG;132364;0;SIN;24.5;2352;-2352;-1912;IT08;10005
30/12/2013;ICG;132374;0;SIN;24;576;-576;-480;IG01;10005
3/1/2011;ICG;129262;0;SIN;25;2400;-2400;-2149;IJ01;10006
12/1/2011;ICG;129288;0;SIN;25;1800;-1800;-1612;IT23;10006
13/1/2011;ICG;129294;0;SIN;26;520;-520;-448;IL09;10006
19/1/2011;ICG;129312;0;SIN;25;3600;-3600;-3224;IJ01;10006
18/2/2011;ICG;129406;0;SIN;26;2496;-2496;-2149;IT04;10006
23/2/2011;ICG;129413;0;SIN;25;3600;-3600;-3224;IJ01;10006
24/2/2011;ICG;129430;0;SIN;26;1248;-1248;-1074;IT12;10006
2/3/2011;ICG;129450;0;SIN;25;3600;-3600;-3224;IJ01;10006
8/3/2011;ICG;129454;0;SIN;27;648;-648;-537;IK11;10006
8/3/2011;ICG;129455;0;SIN;27;1296;-1296;-1074;IK06;10006
8/3/2011;ICG;129460;0;SIN;26;2496;-2496;-2149;IG01;10006
22/3/2011;ICG;129512;0;SIN;27;1296;-1296;-1075;IT12;10006
28/3/2011;ICG;129530;0;SIN;28;1344;-1344;-1074;IT08;10006
6/4/2011;ICG;129565;0;SIN;28;224;-224;-179;IA09;10006
12/4/2011;ICG;129582;0;SIN;28;1344;-1344;-1075;IT08;10006
15/4/2011;ICG;129600;0;SIN;28;1344;-1344;-1074;IT04;10006
5/5/2011;ICG;129650;0;SIN;28;1344;-1344;-1075;IT08;10006
4/6/2011;ICG;129740;0;S$;28;140;-140;-112;MC09;10006
14/6/2011;ICG;129774;0;S$;28;168;-168;-134;MC06;10006
28/6/2011;ICG;129814;0;SIN;28;672;-672;-537;IK11;10006
28/7/2011;ICG;129901;0;SIN;28;280;-280;-224;IL09;10006
29/7/2011;ICG;129904;0;SIN;27;1296;-1296;-1075;IT04;10006
19/8/2011;ICG;129962;0;SIN;27;1296;-1296;-1074;IG01;10006
19/8/2011;ICG;129963;0;SIN;27;1296;-1296;-1075;IT04;10006
20/9/2011;ICG;130035;0;SIN;28;1344;-1344;-1074;IT04;10006
26/9/2011;ICG;130061;0;SIN;26.3;3787.2;-3787.2;-3224;IJ01;10006
15/10/2011;ICG;130129;0;SIN;26.3;5049.6;-5049.6;-4298;IJ01;10006
18/10/2011;ICG;130136;0;SIN;28;1344;-1344;-1074;IK06;10006
25/10/2011;ICG;130170;0;SIN;26.3;7574.4;-7574.4;-6447;IJ01;10006
14/11/2011;ICG;130219;0;SIN;27.5;1320;-1320;-1075;IG01;10006
29/11/2011;ICG;130282;0;SIN;27.5;1320;-1320;-1074;IT12;10006
1/12/2011;ICG;130289;0;SIN;28;1344;-1344;-1075;IT04;10006
12/12/2011;ICG;130326;0;SIN;28;1344;-1344;-1074;IT08;10006
29/12/2011;ICG;130383;0;S$;28;336;-336;-269;MC06;10006
29/12/2011;ICG;130388;0;SIN;28;1344;-1344;-1074;IK06;10006
8/2/2012;ICG;130486;0;S$;28;140;-140;-112;MC06;10006
14/2/2012;ICG;130506;0;SIN;27;1458;-1458;-1209;IT12;10006
30/5/2012;ICG;130824;0;SIN;27.5;1320;-1320;-1106;IG01;10006
30/5/2012;ICG;130827;0;SIN;27;2592;-2592;-2211;IT12;10006
30/5/2012;ICG;130830;0;SIN;27;1296;-1296;-1106;IJ01;10006
31/5/2012;ICG;130837;0;SIN;27;3888;-3888;-3317;IT04;10006
1/6/2012;ICG;130841;0;SIN;27;2592;-2592;-2211;IJ01;10006
5/6/2012;ICG;130846;0;SIN;28;1344;-1344;-1106;IT08;10006
29/6/2012;ICG;130923;0;SIN;27;1296;-1296;0;IT12;10006
22/12/2012;ICX;921391;0;S$;0;0;0;-2617;CASH;10006
24/12/2012;ICG;131374;0;SIN;23;3312;-3312;-2617;IJ01;10006
8/1/2013;ICG;131392;0;SIN;25;1200;-1200;-872;IZ01;10006
9/1/2013;ICG;131400;0;SIN;25;2400;-2400;-1745;IT04;10006
11/1/2013;ICG;131401;0;SIN;25;750;-750;-545;IP02;10006
14/1/2013;ICG;131410;0;SIN;23;3312;-3312;-2618;IJ01;10006
17/1/2013;ICG;131417;0;SIN;23;4416;-4416;-3490;IJ01;10006
29/1/2013;ICG;131449;0;SIN;25;2400;-2400;-1745;IT12;10006
1/2/2013;ICG;131466;0;SIN;23;3312;-3312;-2617;IJ01;10006
15/2/2013;ICG;131474;0;SIN;25;1200;-1200;-873;IG01;10006
19/2/2013;ICG;131488;0;SIN;24;1152;-1152;-872;IZ01;10006
19/2/2013;ICG;131489;0;SIN;24;288;-288;-218;IL09;10006
25/2/2013;ICG;131504;0;SIN;24;2304;-2304;-1745;IT08;10006
9/3/2013;ICG;131552;0;SIN;24;1152;-1152;-873;IG01;10006
14/3/2013;ICG;131565;0;SIN;24;1152;-1152;-872;IZ01;10006
18/3/2013;ICG;131569;0;SIN;25;375;-375;-273;IP02;10006
22/3/2013;ICG;131585;0;SIN;24;1152;-1152;-872;IG01;10006
28/3/2013;ICG;131595;0;SIN;22;1056;-1056;-873;IJ01;10006
5/4/2013;ICG;131612;0;SIN;24;1152;-1152;-872;IG01;10006
9/4/2013;ICG;131622;0;SIN;22;1056;-1056;-873;IJ01;10006
11/4/2013;ICG;131625;0;SIN;24;936;-936;-709;IT08;10006
7/5/2013;ICG;131698;0;SIN;25;1200;-1200;-958;IZ01;10006
9/5/2013;ICG;131702;0;SIN;25;1200;-1200;-958;IT12;10006
9/5/2013;ICG;131705;0;SIN;25;1200;-1200;-958;IT08;10006
15/5/2013;ICG;131715;0;SIN;23.5;2256;-2256;-1916;IJ01;10006
21/5/2013;ICG;131729;0;SIN;25;1200;-1200;-959;IT12;10006
30/5/2013;ICG;131751;0;S$;25;125;-125;-100;MC09;10006
6/6/2013;ICG;131779;0;SIN;25;175;-175;-139;IL09;10006
12/6/2013;ICG;131792;0;SIN;25;25;-25;-20;IP02;10006
16/7/2013;ICG;131887;0;SIN;23.5;2256;-2256;-1903;IJ01;10006
17/7/2013;ICG;131893;0;SIN;23.5;2256;-2256;-1903;IJ01;10006
18/7/2013;ICG;131895;0;SIN;25;450;-450;-357;IP02;10006
18/7/2013;ICG;131895;0;SIN;25;300;-300;-238;IP02;10006
19/7/2013;ICG;131904;0;SIN;24;1152;-1152;-952;IG01;10006
25/7/2013;ICG;131915;0;SIN;24.5;122.5;-122.5;-99;IY03;10006
25/7/2013;ICG;131922;0;SIN;24.5;1176;-1176;-953;IT08;10006
22/8/2013;ICG;131979;0;S$;26;182;-182;-139;MC06;10006
22/8/2013;ICG;131990;0;SIN;24.5;245;-245;-198;IL09;10006
29/8/2013;ICG;132016;0;SIN;24.5;1176;-1176;-950;IK11;10006
5/9/2013;ICG;132033;0;SIN;24.5;1176;-1176;-950;IK06;10006
5/9/2013;ICG;132040;0;SIN;23.5;2256;-2256;-1900;IJ01;10006
11/9/2013;ICG;132051;0;SIN;23.5;4512;-4512;-3800;IJ01;10006
16/9/2013;ICG;132060;0;SIN;23.5;2256;-2256;-1900;IJ01;10006
27/9/2013;ICG;132093;0;SIN;24.5;1176;-1176;-950;IT12;10006
14/10/2013;ICG;132152;0;SIN;24;576;-576;-475;IG01;10006
16/10/2013;ICG;132159;0;SIN;23.5;1128;-1128;-950;IJ01;10006
24/10/2013;ICG;132181;0;SIN;24.5;1176;-1176;-950;IT08;10006
28/10/2013;ICG;132193;0;SIN;24.5;1176;-1176;-950;IZ01;10006
4/11/2013;ICG;132213;0;SIN;24.5;588;-588;-475;IL09;10006
11/11/2013;ICG;132230;0;SIN;23.5;3384;-3384;-2851;IJ01;10006
16/11/2013;ICG;132251;0;SIN;23.5;987;-987;-832;IJ01;10006
26/11/2013;ICG;132282;0;SIN;24.5;1176;-1176;-950;IT08;10006
26/12/2013;ICG;132364;0;SIN;24.5;1176;-1176;-947;IT08;10006
30/12/2013;ICG;132374;0;SIN;24;2304;-2304;-1902;IG01;10006
7/12/2011;ICG;130307;0;SIN;3.46;1349.4;-1349.4;-998;IT12;10007
7/8/2012;ICG;131024;0;SIN;3.3;445.5;-445.5;-328;IT12;10007
31/10/2012;ICG;131223;0;SIN;3.3;990;-990;-776;IT12;10007
11/1/2011;ICG;129281;0;SIN;25.5;1224;-1224;-1077;IG01;10008
12/1/2011;ICG;129288;0;SIN;25;1800;-1800;-1615;IT23;10008
13/1/2011;ICG;129294;0;SIN;26;520;-520;-449;IL09;10008
19/1/2011;ICG;129312;0;SIN;25;3600;-3600;-3230;IJ01;10008
18/2/2011;ICG;129406;0;SIN;26;1248;-1248;-1077;IT04;10008
23/2/2011;ICG;129413;0;SIN;25;3600;-3600;-3230;IJ01;10008
23/2/2011;ICG;129414;0;SIN;26;1248;-1248;-1077;IG01;10008
24/2/2011;ICG;129430;0;SIN;26;1248;-1248;-1077;IT12;10008
2/3/2011;ICG;129450;0;SIN;25;3600;-3600;-3230;IJ01;10008
8/3/2011;ICG;129455;0;SIN;27;648;-648;-538;IK06;10008
8/3/2011;ICG;129460;0;SIN;26;1248;-1248;-1077;IG01;10008
11/3/2011;ICG;129478;0;SIN;28;560;-560;-449;IA09;10008
22/3/2011;ICG;129512;0;SIN;27;1296;-1296;-1079;IT12;10008
28/3/2011;ICG;129530;0;SIN;28;1344;-1344;-1079;IT08;10008
6/4/2011;ICG;129565;0;SIN;28;560;-560;-449;IA09;10008
12/4/2011;ICG;129582;0;SIN;28;1344;-1344;-1079;IT08;10008
15/4/2011;ICG;129600;0;SIN;28;1344;-1344;-1078;IT04;10008
21/4/2011;ICG;129620;0;SIN;28;1344;-1344;-1079;IT08;10008
27/4/2011;ICG;129636;0;SIN;28;1344;-1344;-1078;IT04;10008
5/5/2011;ICG;129650;0;SIN;28;1344;-1344;-1079;IT08;10008
19/5/2011;ICG;129692;0;SIN;28;1344;-1344;-1078;IK06;10008
14/6/2011;ICG;129774;0;S$;28;140;-140;-112;MC06;10008
28/6/2011;ICG;129814;0;SIN;28;672;-672;-539;IK11;10008
13/7/2011;ICG;129856;0;SIN;27;1296;-1296;-1079;IG01;10008
19/7/2011;ICG;129869;0;SIN;26.3;1262.4;-1262.4;-1079;IJ01;10008
21/7/2011;ICG;129882;0;SIN;26.3;1262.4;-1262.4;-1078;IJ01;10008
28/7/2011;ICG;129901;0;SIN;28;784;-784;-629;IL09;10008
29/7/2011;ICG;129904;0;SIN;27;1296;-1296;-1079;IT04;10008
3/9/2011;ICG;129985;0;S$;28;140;-140;-112;MC09;10008
5/10/2011;ICG;130089;0;SIN;27.5;1320;-1320;-1088;IG01;10008
8/5/2012;ICG;130761;0;SIN;27;2592;-2592;-2144;IJ01;10008
9/5/2012;ICG;130763;0;SIN;27;2592;-2592;-2144;IT04;10008
11/5/2012;ICG;130771;0;SIN;27.5;1320;-1320;-1072;IG01;10008
15/5/2012;ICG;130783;0;SIN;27;1296;-1296;-1081;IT12;10008
30/5/2012;ICG;130830;0;SIN;27;1296;-1296;-1084;IJ01;10008
31/5/2012;ICG;130837;0;SIN;27;2592;-2592;-2168;IT04;10008
1/6/2012;ICG;130841;0;SIN;27;2592;-2592;-2168;IJ01;10008
9/7/2012;ICG;130956;0;SIN;27;2592;-2592;-2167;IJ01;10008
20/7/2012;ICG;130983;0;SIN;27;3888;-3888;-3250;IT04;10008
15/8/2012;ICG;131040;0;S$;28;112;-112;-90;MC06;10008
25/8/2012;ICG;131055;0;SIN;27;1296;-1296;-1083;IT12;10008
1/9/2012;ICG;131073;0;SIN;26.5;1272;-1272;-1083;IG01;10008
3/9/2012;ICG;131080;0;SIN;27;2592;-2592;-2167;IT04;10008
4/9/2012;ICG;131085;0;SIN;25;2400;-2400;-2167;IJ01;10008
19/9/2012;ICG;131117;0;SIN;28;2688;-2688;-2167;IT08;10008
17/10/2012;ICG;131181;0;SIN;24.7;1185.6;-1185.6;-1083;IJ01;10008
17/10/2012;ICG;131186;0;SIN;26.5;636;-636;-542;IG01;10008
24/10/2012;ICG;131209;0;M$;62.5;625;-262.5;-226;MS10;10008
7/11/2012;ICG;131234;0;SIN;26;260;-260;-226;IP02;10008
19/11/2012;ICG;131266;0;SIN;24;3456;-3456;-3250;IJ01;10008
29/11/2012;ICG;131282;0;SIN;25;375;-375;-338;IP02;10008
13/12/2012;ICG;131324;0;SIN;25;2400;-2400;-2166;IT08;10008
22/12/2012;ICX;921391;0;S$;0;0;0;-1791;CASH;10008
24/12/2012;ICG;131374;0;SIN;23;1104;-1104;-896;IJ01;10008
8/1/2013;ICG;131392;0;SIN;25;1200;-1200;-896;IZ01;10008
11/1/2013;ICG;131401;0;SIN;25;375;-375;-280;IP02;10008
10/1/2013;ICG;131406;0;SIN;25;1200;-1200;-896;IT08;10008
14/1/2013;ICG;131410;0;SIN;23;2208;-2208;-1791;IJ01;10008
17/1/2013;ICG;131417;0;SIN;23;2208;-2208;-1791;IJ01;10008
5/2/2013;ICG;131465;0;SIN;25;1200;-1200;-896;IT12;10008
1/2/2013;ICG;131466;0;SIN;23;3312;-3312;-2687;IJ01;10008
15/2/2013;ICG;131474;0;SIN;25;1200;-1200;-896;IG01;10008
19/2/2013;ICG;131488;0;SIN;24;1152;-1152;-896;IZ01;10008
19/2/2013;ICG;131489;0;SIN;24;288;-288;-224;IL09;10008
25/2/2013;ICG;131504;0;SIN;24;1152;-1152;-896;IT08;10008
7/3/2013;ICG;131542;0;SIN;24;288;-288;-224;IL09;10008
9/3/2013;ICG;131552;0;SIN;24;1152;-1152;-895;IG01;10008
14/3/2013;ICG;131565;0;SIN;24;1152;-1152;-896;IZ01;10008
22/3/2013;ICG;131585;0;SIN;24;1152;-1152;-895;IG01;10008
28/3/2013;ICG;131595;0;SIN;22;1056;-1056;-896;IJ01;10008
5/4/2013;ICG;131612;0;SIN;24;1152;-1152;-895;IG01;10008
9/4/2013;ICG;131622;0;SIN;22;1056;-1056;-896;IJ01;10008
11/4/2013;ICG;131623;0;SIN;25;500;-500;-373;IP02;10008
11/4/2013;ICG;131625;0;SIN;24;1152;-1152;-896;IT08;10008
18/4/2013;ICG;131648;0;SIN;24;1152;-1152;-895;IT12;10008
7/5/2013;ICG;131698;0;SIN;24;576;-576;-462;IZ01;10008
15/5/2013;ICG;131715;0;SIN;23.5;2256;-2256;-1847;IJ01;10008
21/5/2013;ICG;131729;0;SIN;25;1200;-1200;-923;IT12;10008
27/5/2013;ICG;131733;0;SIN;24;1152;-1152;-923;IG01;10008
23/5/2013;ICG;131734;0;SIN;25;1200;-1200;-923;IZ01;10008
1/6/2013;ICG;131765;0;SIN;22;3168;-3168;-2771;IJ01;10008
11/6/2013;ICG;131787;0;SIN;25;1200;-1200;-923;IK11;10008
12/6/2013;ICG;131792;0;SIN;25;500;-500;-385;IP02;10008
11/6/2013;ICG;131795;0;SIN;23.5;2256;-2256;-1847;IJ01;10008
16/7/2013;ICG;131887;0;SIN;23.5;2256;-2256;-1894;IJ01;10008
17/7/2013;ICG;131893;0;SIN;23.5;2256;-2256;-1894;IJ01;10008
25/7/2013;ICG;131915;0;SIN;24.5;245;-245;-198;IY03;10008
25/7/2013;ICG;131922;0;SIN;24.5;3528;-3528;-2851;IT08;10008
22/8/2013;ICG;131979;0;S$;26;208;-208;-158;MC06;10008
22/8/2013;ICG;131990;0;SIN;24.5;245;-245;-198;IL09;10008
27/8/2013;ICG;132007;0;SIN;24.5;588;-588;-474;IK06;10008
28/8/2013;ICG;132014;0;SIN;24.5;1176;-1176;-949;IA091;10008
16/9/2013;ICG;132060;0;SIN;23.5;2256;-2256;-1898;IJ01;10008
24/9/2013;ICG;132083;0;S$;25;250;-250;-198;MC09;10008
27/9/2013;ICG;132093;0;SIN;24.5;1176;-1176;-949;IT12;10008
14/10/2013;ICG;132152;0;SIN;24;1152;-1152;-949;IG01;10008
16/10/2013;ICG;132159;0;SIN;23.5;2256;-2256;-1898;IJ01;10008
24/10/2013;ICG;132181;0;SIN;24.5;2352;-2352;-1898;IT08;10008
28/10/2013;ICG;132193;0;SIN;24.5;1176;-1176;-949;IZ01;10008
28/10/2013;ICG;132193;0;SIN;24.5;294;-294;-237;IZ01;10008
30/10/2013;ICG;132204;0;SIN;24;1152;-1152;-949;IG01;10008
31/10/2013;ICG;132211;0;SIN;22;1342;-1342;-1206;IJ01;10008
4/11/2013;ICG;132213;0;SIN;24.5;588;-588;-474;IL09;10008
7/11/2013;ICG;132220;0;SIN;25;250;-250;-198;IP02;10008
8/11/2013;ICG;132226;0;SIN;24.5;245;-245;-198;IY03;10008
11/11/2013;ICG;132230;0;SIN;23.5;2256;-2256;-1898;IJ01;10008
16/11/2013;ICG;132251;0;SIN;23.5;2256;-2256;-1898;IJ01;10008
26/11/2013;ICG;132282;0;SIN;24.5;1176;-1176;-949;IT08;10008
27/11/2013;ICG;132283;0;SIN;24;1152;-1152;-949;IG01;10008
11/12/2013;ICG;132318;0;S$;26;260;-260;-198;MC06;10008
24/12/2013;ICG;132360;0;SIN;24.5;1176;-1176;-947;IK11;10008
26/12/2013;ICG;132364;0;SIN;24.5;1176;-1176;-947;IT08;10008
3/1/2011;ICG;129262;0;SIN;25;2400;-2400;-2121;IJ01;10009
11/1/2011;ICG;129281;0;SIN;25.5;1224;-1224;-1061;IG01;10009
30/5/2012;ICG;130824;0;SIN;27.5;1320;-1320;-1106;IG01;10009
30/5/2012;ICG;130827;0;SIN;27;2592;-2592;-2211;IT12;10009
30/5/2012;ICG;130830;0;SIN;27;1296;-1296;-1106;IJ01;10009
31/5/2012;ICG;130837;0;SIN;27;5184;-5184;-4423;IT04;10009
1/6/2012;ICG;130841;0;SIN;27;2592;-2592;-2211;IJ01;10009
13/6/2012;ICG;130866;0;SIN;28;1344;-1344;-1105;IC04;10009
22/12/2012;ICX;921391;0;S$;0;0;0;-1745;CASH;10009
24/12/2012;ICG;131374;0;SIN;23;1104;-1104;-873;IJ01;10009
11/1/2013;ICG;131401;0;SIN;25;750;-750;-545;IP02;10009
10/1/2013;ICG;131406;0;SIN;25;2400;-2400;-1745;IT08;10009
14/1/2013;ICG;131410;0;SIN;23;3312;-3312;-2618;IJ01;10009
17/1/2013;ICG;131417;0;SIN;23;2208;-2208;-1745;IJ01;10009
29/1/2013;ICG;131449;0;SIN;25;1200;-1200;-873;IT12;10009
1/2/2013;ICG;131466;0;SIN;23;3312;-3312;-2617;IJ01;10009
7/2/2013;ICG;131468;0;SIN;25;1200;-1200;-873;IA09;10009
14/2/2013;ICG;131473;0;SIN;25;1200;-1200;-872;IG01;10009
19/2/2013;ICG;131488;0;SIN;24;1152;-1152;-873;IZ01;10009
19/2/2013;ICG;131489;0;SIN;24;288;-288;-218;IL09;10009
25/2/2013;ICG;131504;0;SIN;24;1152;-1152;-873;IT08;10009
7/3/2013;ICG;131542;0;SIN;24;288;-288;-218;IL09;10009
8/3/2013;ICG;131548;0;SIN;24;1008;-1008;-763;IG01;10009
7/5/2013;ICG;131698;0;SIN;25;1200;-1200;-958;IZ01;10009
9/5/2013;ICG;131702;0;SIN;25;1200;-1200;-958;IT12;10009
9/5/2013;ICG;131705;0;SIN;25;1200;-1200;-958;IT08;10009
27/5/2013;ICG;131733;0;SIN;24;288;-288;-240;IG01;10009
16/7/2013;ICG;131887;0;SIN;23.5;4512;-4512;-3807;IJ01;10009
17/7/2013;ICG;131893;0;SIN;23.5;1128;-1128;-952;IJ01;10009
18/7/2013;ICG;131895;0;SIN;25;750;-750;-595;IP02;10009
18/7/2013;ICG;131903;0;SIN;24;2304;-2304;-1903;IG01;10009
23/7/2013;ICG;131910;0;SIN;23.5;2256;-2256;-1903;IJ01;10009
25/7/2013;ICG;131914;0;SIN;24.5;1176;-1176;-953;IZ01;10009
25/7/2013;ICG;131915;0;SIN;24.5;245;-245;-199;IY03;10009
25/7/2013;ICG;131922;0;SIN;24.5;2352;-2352;-1907;IT08;10009
22/8/2013;ICG;131979;0;S$;26;650;-650;-494;MC06;10009
22/8/2013;ICG;131990;0;SIN;24.5;245;-245;-198;IL09;10009
27/8/2013;ICG;132007;0;SIN;24.5;588;-588;-475;IK06;10009
3/9/2013;ICG;132024;0;SIN;24.5;1176;-1176;-949;IT12;10009
5/9/2013;ICG;132035;0;SIN;24.5;1176;-1176;-949;IT23;10009
11/9/2013;ICG;132051;0;SIN;23.5;2256;-2256;-1898;IJ01;10009
16/9/2013;ICG;132060;0;SIN;23.5;2256;-2256;-1898;IJ01;10009
24/9/2013;ICG;132083;0;S$;25;250;-250;-198;MC09;10009
24/10/2013;ICG;132181;0;SIN;24.5;2352;-2352;-1898;IT08;10009
26/10/2013;ICG;132192;0;SIN;23.5;1128;-1128;-949;IJ01;10009
28/10/2013;ICG;132193;0;SIN;24.5;588;-588;-475;IZ01;10009
4/11/2013;ICG;132213;0;SIN;24.5;588;-588;-475;IL09;10009
8/11/2013;ICG;132226;0;SIN;24.5;245;-245;-198;IY03;10009
11/11/2013;ICG;132230;0;SIN;23.5;2256;-2256;-1898;IJ01;10009
13/11/2013;ICG;132235;0;SIN;24;1152;-1152;-949;IG01;10009
16/11/2013;ICG;132251;0;SIN;23.5;2256;-2256;-1898;IJ01;10009
22/11/2013;ICG;132267;0;SIN;23.5;1128;-1128;-949;IJ01;10009
26/11/2013;ICG;132282;0;SIN;24.5;1176;-1176;-949;IT08;10009
11/12/2013;ICG;132318;0;S$;26;260;-260;-198;MC06;10009
20/12/2013;ICG;132348;0;SIN;24;576;-576;-474;IG01;10009
24/12/2013;ICG;132360;0;SIN;24.5;1176;-1176;-947;IK11;10009
11/1/2011;ICG;129281;0;SIN;25.5;612;-612;-519;IG01;10010
12/1/2011;ICG;129288;0;SIN;25;1200;-1200;-1039;IT23;10010
15/2/2011;ICG;129385;0;SIN;25.5;612;-612;-519;IG01;10010
8/3/2011;ICG;129455;0;SIN;27;648;-648;-519;IK06;10010
11/3/2011;ICG;129478;0;SIN;28;280;-280;-216;IA09;10010
22/3/2011;ICG;129512;0;SIN;27;1296;-1296;-1039;IT12;10010
28/3/2011;ICG;129530;0;SIN;28;1344;-1344;-1039;IT08;10010
15/4/2011;ICG;129599;0;SIN;27;648;-648;-519;IG01;10010
28/4/2011;ICG;129635;0;S$;28;140;-140;-108;MC09;10010
5/5/2011;ICG;129650;0;SIN;28;1344;-1344;-1039;IT08;10010
14/6/2011;ICG;129774;0;S$;28;56;-56;-43;MC06;10010
28/7/2011;ICG;129901;0;SIN;28;280;-280;-216;IL09;10010
3/8/2011;ICG;129913;0;SIN;27;648;-648;-519;IG01;10010
26/9/2011;ICG;130061;0;SIN;26.3;1262.4;-1262.4;-1039;IJ01;10010
