Date;Type;RefNo;SNO;Cur;TUPrice;ODAmt;Amt;Worth;Customer Code;StkISN
3/5/2018;ICX;931963;1;S$;29.9;747.5;-747.5;-606.42;CASH;43621
3/5/2018;ICX;931963;2;S$;93.45;186.9;-186.9;-136.69;CASH;44782
3/5/2018;ICX;931963;3;S$;1.88;37.6;-37.6;-24.44;CASH;10077
14/5/2018;ICX;931964;1;S$;107.47;429.88;-429.88;-238.64;CASH;45485
14/5/2018;ICX;931964;2;S$;29.9;29.9;-29.9;-24.26;CASH;43621
15/5/2018;ICX;931965;1;S$;0;0;0;-2.54;CASH;41098
15/5/2018;ICX;931965;2;S$;15;15;-15;-8.66;CASH;43839
15/5/2018;ICX;931965;3;S$;800;800;-800;-253.7;CASH;40689
15/5/2018;ICX;931966;1;S$;120;600;-600;-340.45;CASH;41534
15/5/2018;ICX;931966;2;S$;120;600;-600;-343.09;CASH;41535
15/5/2018;ICX;931966;3;S$;230;1150;-1150;-544.34;CASH;41205
15/5/2018;ICX;931966;4;S$;230;1150;-1150;-544.34;CASH;41207
15/5/2018;ICX;931966;5;S$;29.5;177;-177;-136.31;CASH;10006
15/5/2018;ICX;931966;6;S$;29.5;177;-177;-140.26;CASH;10009
15/5/2018;ICX;931966;7;S$;29.5;177;-177;-141.14;CASH;10011
15/5/2018;ICX;931966;8;S$;29.5;59;-59;-42.77;CASH;10012
6/6/2018;ICG;136493;1;S$;6.42;32.1;-32.1;-17.04;SB09;44898
6/6/2018;ICG;136494;1;S$;3.2;333.12;-333.12;-221.01;SZ08;45934
1/6/2018;ICG;136495;1;S$;3.2;600;-600;-408.65;SZ49;10401
1/6/2018;ICG;136496;1;S$;3.2;1652.8;-1652.8;-1064.02;SL14;30262
4/6/2018;ICG;136497;1;S$;3.2;389.44;-389.44;-249.74;SB03;46498
4/6/2018;ICG;136498;1;;72;698.4;-698.4;-474.19;SZ56;45473
5/6/2018;ICG;136499;1;SIN;1.5;150;-150;-120.9;IT18;10077
5/6/2018;ICG;136499;2;SIN;0.85;680;-680;-541.2;IT18;10076
5/6/2018;ICG;136499;3;SIN;2;200;-200;-138.19;IT18;44953
2/6/2018;ICG;136500;1;SIN;4.9;10573.71;-10573.71;-9062.28;IA14;45677
2/6/2018;ICG;136500;2;SIN;1.5;705;-705;-568.25;IA14;10077
6/6/2018;ICG;136501;1;SIN;6.5;12210.9;-12210.9;-9103.84;IA14;41371
6/6/2018;ICG;136501;2;SIN;4.2;588;-588;-458.78;IA14;47068
1/6/2018;ICG;136502;1;SIN;4.1;373.1;-373.1;-263.41;IT26;46621
1/6/2018;ICG;136502;2;SIN;4.7;285.76;-285.76;-200.63;IT26;45534
1/6/2018;ICG;136502;3;SIN;6.2;1004.4;-1004.4;-627.13;IT26;40176
1/6/2018;ICG;136502;4;SIN;6.2;595.2;-595.2;-369.31;IT26;40069
1/6/2018;ICG;136502;5;SIN;280;280;-280;-172.81;IT26;42597
1/6/2018;ICG;136502;6;SIN;4.9;159.74;-159.74;-132.21;IT26;30195
1/6/2018;ICG;136502;7;SIN;8.9;445;-445;-290.05;IT26;46660
1/6/2018;ICG;136502;8;SIN;4.1;410;-410;-297.12;IT26;10126
1/6/2018;ICG;136502;9;SIN;2.5;258.25;-258.25;-219.31;IT26;45934
1/6/2018;ICG;136502;10;SIN;2.45;257.74;-257.74;-217.41;IT26;10394
1/6/2018;ICG;136502;11;SIN;4.2;630;-630;-381.93;IT26;45638
1/6/2018;ICG;136502;12;SIN;4.9;456.19;-456.19;-390;IT26;43937
1/6/2018;ICG;136502;13;SIN;4.9;457.17;-457.17;-388.48;IT26;43936
1/6/2018;ICG;136502;14;SIN;4.9;317.52;-317.52;-271.22;IT26;43938
1/6/2018;ICG;136502;15;SIN;4.9;368.97;-368.97;-305.29;IT26;45129
1/6/2018;ICG;136502;16;SIN;4.9;234.71;-234.71;-194.87;IT26;45152
1/6/2018;ICG;136502;17;SIN;6.9;345;-345;-216.6;IT26;42750
7/6/2018;ICG;136503;1;SIN;0.08;1125;-1125;-1089;IA14;41103
6/6/2018;ICG;136504;1;SIN;6.2;3100;-3100;-2268.24;IG01;43513
6/6/2018;ICG;136504;2;SIN;4.4;880;-880;-673.81;IG01;10059
6/6/2018;ICG;136505;1;SIN;85;4590;-4590;-3688.3;IP07;41532
6/6/2018;ICG;136505;2;SIN;85;3400;-3400;0;IP07;40991
6/6/2018;ICG;136505;3;SIN;85;17000;-17000;-13618.15;IP07;41534
6/6/2018;ICG;136505;4;SIN;85;2550;-2550;-2058.51;IP07;41535
6/6/2018;ICG;136505;5;SIN;85;850;-850;-631.02;IP07;41536
6/6/2018;ICG;136505;6;SIN;85;510;-510;-409.35;IP07;41533
7/6/2018;ICG;136506;1;US$;36.7;3670;-4972.85;-4954.74;IT22;30359
7/6/2018;ICG;136506;2;US$;30.1;30100;-40785.5;-40133.87;IT22;30360
7/6/2018;ICG;136506;3;US$;21.3;8520;-11544.6;-11291.03;IT22;30361
7/6/2018;ICG;136506;4;US$;14.6;5840;-7913.2;-7747.82;IT22;30362
7/6/2018;ICG;136506;5;US$;7.33;879.6;-1191.86;-1170.35;IT22;40174
7/6/2018;ICG;136506;6;US$;5.25;945;-1280.48;-1240.14;IT22;40519
7/6/2018;ICG;136506;7;US$;5.25;315;-426.83;-418.49;IT22;40461
7/6/2018;ICG;136507;1;US$;418.9;20945;-28380.48;-24600.03;IP06;41353
7/6/2018;ICG;136507;2;US$;307;15350;-20799.25;-17912.35;IP06;40548
7/6/2018;ICG;136507;3;US$;234;11700;-15853.5;-13691.33;IP06;40238
7/6/2018;ICG;136507;4;US$;181.5;12705;-17215.28;-15081.15;IP06;43265
7/6/2018;ICG;136507;5;US$;93.6;6552;-8877.96;-9044.86;IP06;41217
7/6/2018;ICG;136507;6;US$;49.8;5976;-8097.48;-8195.04;IP06;40108
7/6/2018;ICG;136507;7;US$;36.2;9050;-12262.75;-12408.41;IP06;40134
7/6/2018;ICG;136507;8;US$;28.3;5660;-7669.3;-7756.02;IP06;40135
7/6/2018;ICG;136507;9;US$;21.5;6450;-8739.75;-8816.99;IP06;40136
7/6/2018;ICG;136507;10;US$;16;3200;-4336;-4390.2;IP06;40496
7/6/2018;ICG;136507;11;US$;14.6;1168;-1582.64;-1599.98;IP06;40497
7/6/2018;ICG;136507;12;US$;11.8;944;-1279.12;-1287.79;IP06;40442
7/6/2018;ICG;136507;13;US$;10.4;832;-1127.36;-1141.45;IP06;40549
7/6/2018;ICG;136507;14;US$;7.08;679.68;-920.97;-927.47;IP06;40572
7/6/2018;ICG;136507;15;US$;7.08;679.68;-920.97;-927.47;IP06;40573
7/6/2018;ICG;136507;16;US$;7.08;679.68;-920.97;-927.47;IP06;40639
7/6/2018;ICG;136507;17;US$;7.08;424.8;-575.6;-579.67;IP06;40587
7/6/2018;ICG;136507;18;US$;7.08;424.8;-575.6;-579.67;IP06;40443
7/6/2018;ICG;136507;19;US$;7.08;424.8;-575.6;-579.67;IP06;40640
7/6/2018;ICG;136507;20;US$;7.08;424.8;-575.6;-579.67;IP06;40641
7/6/2018;ICG;136508;1;US$;8.92;535.2;-725.2;-732.25;IT22;40107
7/6/2018;ICG;136508;2;US$;6.5;1560;-2113.8;-2123.57;IT22;40175
7/6/2018;ICG;136508;3;US$;4.67;168.12;-227.8;-226.57;IT22;40459
8/6/2018;ICG;136509;1;S$;6.8;10200;-10200;-6943.3;SO05;44935
8/6/2018;ICG;136509;2;S$;6.8;10200;-10200;-6943.3;SO05;44947
6/6/2018;ICG;136510;1;SIN;11.5;690;-690;-465.33;IY03;43290
6/6/2018;ICG;136510;2;SIN;43.5;2175;-2175;-1796.5;IY03;46653
6/6/2018;ICG;136510;3;SIN;4.9;461.58;-461.58;-383.6;IY03;44489
6/6/2018;ICG;136510;4;SIN;2.5;300;-300;-255.47;IY03;45929
6/6/2018;ICG;136510;5;SIN;230;460;-460;-214;IY03;41204
6/6/2018;ICG;136510;6;SIN;0.12;1080;-1080;-540;IY03;30080
6/6/2018;ICG;136510;7;SIN;1.5;120;-120;-96.72;IY03;10077
6/6/2018;ICG;136510;8;SIN;22;528;-528;-395.16;IY03;46007
6/6/2018;ICG;136511;1;US$;3.05;1118.74;-1515.89;-1357.99;MS101;45532
6/6/2018;ICG;136511;2;US$;2.8;965.16;-1307.79;-1224.76;MS101;45533
6/6/2018;ICG;136511;3;US$;2.8;205.24;-278.1;-242.54;MS101;45536
6/6/2018;ICG;136511;4;US$;2.65;189.48;-256.75;-225.47;MS101;45542
6/6/2018;ICG;136511;5;US$;2.65;174.9;-236.99;-199.94;MS101;45543
6/6/2018;ICG;136511;6;US$;2.65;172.25;-233.4;-204.98;MS101;45544
6/6/2018;ICG;136511;7;US$;2.65;113.16;-153.33;-123.68;MS101;45719
6/6/2018;ICG;136511;8;US$;2.65;204.05;-276.49;-240.36;MS101;43091
6/6/2018;ICG;136511;9;US$;2.65;2170.62;-2941.19;-2370.7;MS101;46621
6/6/2018;ICG;136512;1;S$;4.9;490;-490;-375.7;SS07;41393
6/6/2018;ICG;136512;2;S$;4.6;460;-460;-364.81;SS07;41396
6/6/2018;ICG;136512;3;S$;4.6;460;-460;-363.69;SS07;41397
6/6/2018;ICG;136512;4;S$;1.81;173.76;-173.76;-144.96;SS07;42289
6/6/2018;ICG;136512;5;S$;218.5;27312.5;-27312.5;-24323.75;SS07;43696
6/6/2018;ICG;136512;6;S$;1.81;150.23;-150.23;-125.33;SS07;41681
6/6/2018;ICG;136512;7;S$;5.36;509.2;-509.2;-425.6;SS07;42924
6/6/2018;ICG;136512;8;S$;6.2;539.4;-539.4;-450.66;SS07;42923
6/6/2018;ICG;136512;9;S$;4.07;203.5;-203.5;-189;SS07;43581
6/6/2018;ICG;136512;10;S$;5;250;-250;-232.5;SS07;43580
6/6/2018;ICG;136512;11;S$;4.8;150.24;-150.24;-128.33;SS07;10360
6/6/2018;ICG;136512;12;S$;4.8;161.76;-161.76;-135.99;SS07;10366
6/6/2018;ICG;136512;13;S$;4.8;155.52;-155.52;-131.58;SS07;30239
6/6/2018;ICG;136512;14;S$;4.8;156.48;-156.48;-133;SS07;10365
6/6/2018;ICG;136512;15;S$;4.8;161.28;-161.28;-131.3;SS07;41240
6/6/2018;ICG;136512;16;S$;4.9;154.35;-154.35;-128.46;SS07;45127
6/6/2018;ICG;136512;17;S$;4.9;156.8;-156.8;-130.31;SS07;43943
6/6/2018;ICG;136512;18;S$;4.9;157.29;-157.29;-134.89;SS07;43938
6/6/2018;ICG;136512;19;S$;4.6;2760;-2760;-2197.94;SS07;46792
6/6/2018;ICG;136512;20;S$;4.2;361.2;-361.2;-242.81;SS07;30295
6/6/2018;ICG;136512;21;S$;4.2;343.56;-343.56;-236.21;SS07;10345
6/6/2018;ICG;136512;22;S$;4;296.8;-296.8;-220.43;SS07;42557
6/6/2018;ICG;136512;23;S$;7;140;-140;-86.25;SS07;44286
6/6/2018;ICG;136512;24;S$;3.75;151.5;-151.5;-115.61;SS07;44929
6/6/2018;ICG;136512;25;S$;3.75;152.25;-152.25;-116.18;SS07;42129
6/6/2018;ICG;136513;1;US$;7.4;22623.28;-30654.54;-27364.66;MS101;43362
8/6/2018;ICG;136514;1;SIN;4.3;2853.48;-2853.48;-2099.58;IT26;45719
8/6/2018;ICG;136514;2;SIN;280;560;-560;-370.31;IT26;42598
8/6/2018;ICG;136514;3;SIN;62;186;-186;-148.64;IT26;30359
8/6/2018;ICG;136514;4;SIN;51;255;-255;-200.67;IT26;30360
8/6/2018;ICG;136514;5;SIN;21;105;-105;-85.88;IT26;30363
9/6/2018;ICG;136515;1;SIN;27;540;-540;-452;IK11;44060
9/6/2018;ICG;136515;2;SIN;3.1;262.88;-262.88;-199.7;IK11;41015
9/6/2018;ICG;136515;3;SIN;0.08;450;-450;-376.2;IK11;10074
12/6/2018;ICG;136516;1;SIN;6.6;6996;-6996;-5333.26;IA14;43842
11/6/2018;ICG;136519;1;M$;6.7;10591.36;-3495.15;-2973.48;MS10;41938
11/6/2018;ICG;136519;2;M$;8.2;2554.3;-842.92;-731.77;MS10;40860
11/6/2018;ICG;136519;3;M$;8.2;8257.4;-2724.94;-2454.69;MS10;40725
11/6/2018;ICG;136519;4;M$;8.2;1699.86;-560.95;-479.93;MS10;40861
11/6/2018;ICG;136519;5;M$;8.2;11801.44;-3894.48;-3508.22;MS10;40726
11/6/2018;ICG;136519;6;M$;8.2;11142.16;-3676.91;-3244.43;MS10;40727
11/6/2018;ICG;136519;7;M$;8.2;1717.08;-566.64;-494.26;MS10;41015
11/6/2018;ICG;136519;8;M$;8.2;27118.22;-8949.01;-7952.85;MS10;41653
11/6/2018;ICG;136519;9;M$;8.2;2913.46;-961.44;-806.09;MS10;30053
11/6/2018;ICG;136519;10;M$;8.2;3116.82;-1028.55;-919.29;MS10;40728
11/6/2018;ICG;136519;11;M$;8.2;2180.38;-719.53;-641.08;MS10;10458
11/6/2018;ICG;136519;12;M$;8.2;2768.32;-913.55;-824.42;MS10;30347
11/6/2018;ICG;136519;13;M$;8.2;3008.58;-992.83;-1084.65;MS10;30054
14/6/2018;ICG;136520;1;;255;255;-255;-98.09;SZ78;45984
13/6/2018;ICG;136521;1;SIN;39.5;790;-790;-463.39;IJ01;46680
13/6/2018;ICG;136521;2;SIN;25.9;259;-259;-154.19;IJ01;46758
13/6/2018;ICG;136521;3;SIN;4.3;688;-688;-545.29;IJ01;40282
13/6/2018;ICG;136521;4;SIN;4;720;-720;-613.46;IJ01;30337
13/6/2018;ICG;136521;5;SIN;3.8;357.2;-357.2;-250.82;IJ01;10579
13/6/2018;ICG;136521;6;SIN;5;3000;-3000;-2197.94;IJ01;46792
13/6/2018;ICG;136521;7;SIN;4.2;840;-840;-673.82;IJ01;10059
13/6/2018;ICG;136521;8;SIN;200;4000;-4000;-2862.35;IJ01;45080
13/6/2018;ICG;136521;9;SIN;200;4000;-4000;-2768.36;IJ01;41202
13/6/2018;ICG;136521;10;SIN;98;1960;-1960;-1419.47;IJ01;30270
13/6/2018;ICG;136521;11;SIN;4.7;2906.48;-2906.48;-2599.96;IJ01;43937
13/6/2018;ICG;136521;12;SIN;4.7;2894.26;-2894.26;-2589.89;IJ01;43936
13/6/2018;ICG;136521;13;SIN;4.7;1518.1;-1518.1;-1356.62;IJ01;43938
13/6/2018;ICG;136521;14;SIN;4.7;1194.74;-1194.74;-1042.46;IJ01;43943
13/6/2018;ICG;136521;15;SIN;4.7;1179.7;-1179.7;-1027.69;IJ01;45127
13/6/2018;ICG;136521;16;SIN;4.7;2247.54;-2247.54;-1961.78;IJ01;45126
13/6/2018;ICG;136521;17;SIN;4.7;3300.81;-3300.81;-2914.2;IJ01;45150
13/6/2018;ICG;136521;18;SIN;4.7;3354.86;-3354.86;-2960.77;IJ01;45128
12/6/2018;ICG;136517;1;S$;0;0;0;0;SE02;10379
12/6/2018;ICG;136522;1;S$;3.2;856.96;-856.96;-560.45;SE02;10379
13/6/2018;ICG;136523;1;SIN;4.7;3448.39;-3448.39;-3017.61;IJ01;45132
13/6/2018;ICG;136523;2;SIN;4.7;1037.29;-1037.29;-897.9;IJ01;45130
13/6/2018;ICG;136523;3;SIN;4.7;2182.68;-2182.68;-1948.7;IJ01;45152
13/6/2018;ICG;136523;4;SIN;4.7;2278.09;-2278.09;-2035.46;IJ01;45153
13/6/2018;ICG;136523;5;SIN;0.85;2176;-2176;-1731.84;IJ01;10076
13/6/2018;ICG;136523;6;SIN;1.8;1350;-1350;-829.12;IJ01;43730
13/6/2018;ICG;136523;7;SIN;2.6;780;-780;-557.42;IJ01;43731
13/6/2018;ICG;136523;8;SIN;1.2;1800;-1800;-1237.5;IJ01;41014
13/6/2018;ICG;136524;1;SIN;11.55;21021;-21021;-16084.07;IJ01;47072
13/6/2018;ICG;136524;2;SIN;0;0;0;-34021.76;IJ01;46914
13/6/2018;ICG;136524;3;SIN;12.3;2779.8;-2779.8;-2092.25;IJ01;47073
13/6/2018;ICG;136524;4;SIN;12.3;4132.8;-4132.8;-3110.6;IJ01;47074
13/6/2018;ICG;136524;5;SIN;45;13500;-13500;-11226.68;IJ01;40150
13/6/2018;ICG;136524;6;SIN;6.18;834.3;-834.3;-651.3;IJ01;43187
13/6/2018;ICG;136524;7;SIN;2.8;4799.76;-4799.76;-3938.67;IJ01;40737
13/6/2018;ICG;136524;8;SIN;0;5996.2;-5996.2;-5655.36;IJ01;41653
13/6/2018;ICG;136524;9;SIN;2.8;2390.08;-2390.08;-2015.21;IJ01;30053
13/6/2018;ICG;136524;10;SIN;5.5;2316.6;-2316.6;-1630.55;IJ01;40176
13/6/2018;ICG;136524;11;SIN;2.45;245;-245;-180.96;IJ01;41097
13/6/2018;ICG;136524;12;SIN;2.45;245;-245;-126.46;IJ01;41098
13/6/2018;ICG;136524;13;SIN;4.6;1840;-1840;-1496;IJ01;41394
13/6/2018;ICG;136524;14;SIN;4.6;1150;-1150;-910.37;IJ01;41395
13/6/2018;ICG;136524;15;SIN;4.6;1150;-1150;-910;IJ01;41519
13/6/2018;ICG;136524;16;SIN;4.6;460;-460;-364;IJ01;41936
13/6/2018;ICG;136525;1;SIN;0.86;2270.4;-2270.4;-1558.05;IJ01;43989
13/6/2018;ICG;136525;2;SIN;0.33;2640;-2640;-1824.17;IJ01;30038
13/6/2018;ICG;136525;3;SIN;0.33;660;-660;-456.04;IJ01;10593
13/6/2018;ICG;136525;4;SIN;0.33;1320;-1320;-912.08;IJ01;46598
13/6/2018;ICG;136525;5;SIN;0.33;660;-660;-456.04;IJ01;42653
13/6/2018;ICG;136525;6;SIN;0.33;1650;-1650;-1140.11;IJ01;10543
13/6/2018;ICG;136525;7;SIN;0.33;990;-990;-684.06;IJ01;47014
13/6/2018;ICG;136525;8;SIN;0.33;660;-660;-456.04;IJ01;47015
13/6/2018;ICG;136525;9;SIN;0.33;660;-660;-456.04;IJ01;47016
13/6/2018;ICG;136525;10;SIN;0.34;2720;-2720;-1931.47;IJ01;46021
13/6/2018;ICG;136525;11;SIN;0.34;340;-340;-241.43;IJ01;47017
13/6/2018;ICG;136525;12;SIN;0.34;680;-680;-482.87;IJ01;46597
13/6/2018;ICG;136525;13;SIN;0.34;340;-340;-241.43;IJ01;46019
13/6/2018;ICG;136525;14;SIN;0.34;1700;-1700;-1207.17;IJ01;46022
13/6/2018;ICG;136525;15;SIN;0.34;340;-340;-241.43;IJ01;47018
13/6/2018;ICG;136525;16;SIN;0.34;680;-680;-482.87;IJ01;47019
13/6/2018;ICG;136525;17;SIN;0.34;680;-680;-482.87;IJ01;47020
13/6/2018;ICG;136525;18;SIN;0.33;990;-990;-684.06;IJ01;47021
13/6/2018;ICG;136525;19;SIN;0.34;1020;-1020;-724.3;IJ01;47025
13/6/2018;ICG;136525;20;SIN;0.4;960;-960;-611.63;IJ01;43678
13/6/2018;ICG;136526;1;SIN;5.7;570;-570;-450.59;IJ01;46138
13/6/2018;ICG;136526;2;SIN;5.7;570;-570;-436.83;IJ01;46765
16/6/2018;ICG;136527;1;S$;5;140;-140;-95.43;SQ03;40051
18/6/2018;ICG;136528;1;S$;2.7;1556.55;-1556.55;-1211.19;SO02;45935
20/6/2018;ICG;136529;1;SIN;2.55;137.19;-137.19;-109.02;IP02;30262
20/6/2018;ICG;136529;2;SIN;2.55;257.55;-257.55;-207.82;IP02;43839
20/6/2018;ICG;136529;3;SIN;2.55;654.33;-654.33;-513.41;IP02;10401
20/6/2018;ICG;136529;4;SIN;2.55;688.25;-688.25;-561.52;IP02;43838
20/6/2018;ICG;136529;5;SIN;2.55;514.34;-514.34;-375.16;IP02;43837
20/6/2018;ICG;136529;6;SIN;2.55;287.39;-287.39;-238.86;IP02;45928
20/6/2018;ICG;136529;7;SIN;2.55;342.98;-342.98;-264.96;IP02;45931
20/6/2018;ICG;136529;8;SIN;5;311.5;-311.5;-260;IP02;43937
20/6/2018;ICG;136529;9;SIN;5;154;-154;-129.5;IP02;43936
21/6/2018;ICG;136530;1;SIN;110;110;-110;-68.3;IT09;41532
21/6/2018;ICG;136530;2;SIN;110;110;-110;-68.75;IT09;41533
21/6/2018;ICG;136530;3;SIN;110;330;-330;-204.27;IT09;41534
21/6/2018;ICG;136530;4;SIN;110;550;-550;-315.51;IT09;41536
20/6/2018;ICG;136532;1;SIN;250;6250;-6250;-4628.87;IG01;42598
21/6/2018;ICG;136533;1;SIN;0;4050;-4050;-3119.71;IB03;10126
21/6/2018;ICG;136533;2;SIN;5;4000;-4000;-2930.59;IB03;46792
21/6/2018;ICG;136533;3;SIN;6.2;4650;-4650;-3424.71;IB03;43513
21/6/2018;ICG;136533;4;SIN;250;3000;-3000;-2221.85;IB03;42598
21/6/2018;ICG;136533;5;SIN;2.45;405.48;-405.48;-345.61;IB03;10379
21/6/2018;ICG;136534;1;SIN;1399;1399;-1399;-996.56;IA14;41556
21/6/2018;ICG;136535;1;SIN;260;7540;-7540;-5364.92;IA07;46506
21/6/2018;ICG;136535;2;SIN;6.2;3100;-3100;-2283.14;IA07;43513
21/6/2018;ICG;136535;3;SIN;5;3000;-3000;-2197.95;IA07;46792
21/6/2018;ICG;136535;4;SIN;0;20250;-20250;-16341.34;IA07;10126
21/6/2018;ICG;136535;5;SIN;4.9;463.05;-463.05;-384.82;IA07;44489
21/6/2018;ICG;136535;6;SIN;4.2;399;-399;-311.32;IA07;47070
21/6/2018;ICG;136535;7;SIN;4.2;588;-588;-458.78;IA07;47068
21/6/2018;ICG;136536;1;SIN;4.2;420;-420;-254.62;IA16;45638
19/6/2018;ICG;136531;1;SIN;0;0;0;0;IN04;46506
19/6/2018;ICG;136531;2;SIN;0;0;0;0;IN04;10077
19/6/2018;ICG;136531;3;SIN;0;0;0;0;IN04;42597
19/6/2018;ICG;136531;4;SIN;0;0;0;0;IN04;42100
20/6/2018;ICG;136537;1;SIN;0;1820;-1820;-3699.94;IN04;46506
20/6/2018;ICG;136537;2;SIN;0;82.5;-82.5;-239.82;IN04;10077
20/6/2018;ICG;136537;3;SIN;260;260;-260;-172.81;IN04;42597
20/6/2018;ICG;136537;4;SIN;260;260;-260;-167.22;IN04;42100
21/6/2018;ICG;136538;1;SIN;21.8;130.8;-130.8;-97.53;IL09;46207
21/6/2018;ICG;136538;2;SIN;24.8;148.8;-148.8;-109.9;IL09;45470
21/6/2018;ICG;136538;3;SIN;27.5;165;-165;-122.55;IL09;45471
21/6/2018;ICG;136538;4;SIN;4.8;115.68;-115.68;-82.87;IL09;46855
21/6/2018;ICG;136538;5;SIN;4.8;115.68;-115.68;-83.09;IL09;46854
21/6/2018;ICG;136538;6;SIN;4.8;140.16;-140.16;-102.2;IL09;46860
21/6/2018;ICG;136538;7;SIN;4.8;142.56;-142.56;-103.92;IL09;46859
21/6/2018;ICG;136538;8;SIN;4.8;140.16;-140.16;-102.2;IL09;46862
21/6/2018;ICG;136538;9;SIN;6.5;733.2;-733.2;-546.64;IL09;41371
21/6/2018;ICG;136538;10;SIN;6.5;561.6;-561.6;-418.88;IL09;43225
21/6/2018;ICG;136538;11;SIN;1;289;-289;-201.5;IL09;10211
21/6/2018;ICG;136538;12;SIN;4.9;245;-245;-187.85;IL09;41393
21/6/2018;ICG;136538;13;SIN;4.2;322.98;-322.98;-249.38;IL09;46357
22/6/2018;ICG;136539;1;S$;2.9;325.67;-325.67;-234.51;SJ03;10379
8/6/2018;ICX;931967;1;S$;120;600;-600;-315.51;CASH;41536
8/6/2018;ICX;931967;2;S$;230;1840;-1840;-870.94;CASH;41207
8/6/2018;ICX;931967;3;S$;230;1610;-1610;-685.88;CASH;41208
26/6/2018;ICG;136541;1;SIN;250;2500;-2500;-1689.53;IN04;42102
26/6/2018;ICG;136542;1;SIN;110;1100;-1100;-709.73;IA16;30270
26/6/2018;ICG;136542;2;SIN;110;330;-330;-204.27;IA16;41534
26/6/2018;ICG;136542;3;SIN;10.5;388.5;-388.5;-232.67;IA16;45576
26/6/2018;ICG;136542;4;SIN;29;290;-290;-227.19;IA16;10006
26/6/2018;ICG;136542;5;SIN;29;725;-725;-588.95;IA16;10008
26/6/2018;ICG;136542;6;SIN;29;290;-290;-233.76;IA16;10009
26/6/2018;ICG;136542;7;SIN;29;145;-145;-96.28;IA16;10010
9/6/2018;ICG;136543;1;SIN;27;4860;-4860;-4068;IK11;44060
27/6/2018;ICG;136544;1;SIN;2.45;4358.55;-4358.55;-3773.7;IJ01;45934
27/6/2018;ICG;136544;2;SIN;2.45;6681.15;-6681.15;-5788.23;IJ01;45935
27/6/2018;ICG;136544;3;SIN;2.45;8064.67;-8064.67;-6977.87;IJ01;45927
27/6/2018;ICG;136544;4;SIN;2.45;2478.67;-2478.67;-2163.95;IJ01;45928
27/6/2018;ICG;136544;5;SIN;2.45;15479.84;-15479.84;-13390.51;IJ01;45929
27/6/2018;ICG;136544;6;SIN;2.45;1458.73;-1458.73;-1202.61;IJ01;45930
27/6/2018;ICG;136544;7;SIN;2.45;7188.3;-7188.3;-6220.11;IJ01;45933
27/6/2018;ICG;136544;8;SIN;2.45;3202.64;-3202.64;-2688.98;IJ01;45932
27/6/2018;ICG;136544;9;SIN;2.45;2696.72;-2696.72;-2327.97;IJ01;46491
27/6/2018;ICG;136544;10;SIN;2.45;2830.49;-2830.49;-2449.24;IJ01;46492
27/6/2018;ICG;136544;11;SIN;2.45;2511.01;-2511.01;-2172.15;IJ01;46493
27/6/2018;ICG;136544;12;SIN;11.55;21021;-21021;-16084.07;IJ01;47072
27/6/2018;ICG;136544;13;SIN;11.65;8504.5;-8504.5;-6438.29;IJ01;47060
27/6/2018;ICG;136544;14;SIN;260;6500;-6500;-4180.58;IJ01;42100
27/6/2018;ICG;136544;15;SIN;28.8;1209.6;-1209.6;-999.36;IJ01;10005
27/6/2018;ICG;136544;16;SIN;0.85;680;-680;-541.2;IJ01;10076
27/6/2018;ICG;136545;1;SIN;4.5;2954.25;-2954.25;-2437.02;IJ01;45532
27/6/2018;ICG;136545;2;SIN;4.5;6548.4;-6548.4;-5170.52;IJ01;45533
27/6/2018;ICG;136545;3;SIN;4.45;1999.39;-1999.39;-1616.65;IJ01;45535
27/6/2018;ICG;136545;4;SIN;4.8;845.76;-845.76;-589.88;IJ01;45984
27/6/2018;ICG;136545;5;SIN;4.1;548.17;-548.17;-402.24;IJ01;45543
27/6/2018;ICG;136545;6;SIN;4.1;931.93;-931.93;-719.16;IJ01;45719
27/6/2018;ICG;136545;7;SIN;4.1;387.86;-387.86;-295.3;IJ01;43091
27/6/2018;ICG;136545;8;SIN;3.9;891.54;-891.54;-699.06;IJ01;45721
27/6/2018;ICG;136545;9;SIN;3.9;1504.62;-1504.62;-1173.68;IJ01;45547
27/6/2018;ICG;136545;10;SIN;4.3;1870.5;-1870.5;-1482.44;IJ01;45718
27/6/2018;ICG;136545;11;SIN;28.8;1440;-1440;-1135.94;IJ01;10006
27/6/2018;ICG;136545;12;SIN;28.8;1497.6;-1497.6;-1225.01;IJ01;10008
27/6/2018;ICG;136545;13;SIN;98;3920;-3920;-2838.94;IJ01;30270
27/6/2018;ICG;136545;14;SIN;12.2;2415.6;-2415.6;-1978.28;IJ01;44361
27/6/2018;ICG;136545;15;SIN;15.8;1564.2;-1564.2;-1284.03;IJ01;44362
27/6/2018;ICG;136545;16;SIN;19.2;192;-192;-158.56;IJ01;10080
27/6/2018;ICG;136545;17;SIN;1.5;150;-150;-119.51;IJ01;10077
29/6/2018;ICG;136546;1;S$;3;323.1;-323.1;-228.46;SZ92;45934
29/6/2018;ICG;136546;2;S$;3;366.3;-366.3;-256.7;SZ92;10401
29/6/2018;ICG;136546;3;S$;3;324.3;-324.3;-226.49;SZ92;45933
28/6/2018;ICG;136547;1;SIN;105;315;-315;-204.27;IY03;41534
